time,day_temperature_C,day_humidity_percent,dayofweek_sin,dayofweek_cos,dayofmonth_sin,dayofmonth_cos,dayofyear_sin,dayofyear_cos,complaint_count
2023-07-04,30.3,76,0.7818314824680298,0.6234898018587336,0.72479278722912,0.6889669190756866,-0.04302223300453034,-0.99907411510223,23.0
2023-07-05,30.5,72,0.9749279121818236,-0.22252093395631434,0.8486442574947509,0.5289640103269624,-0.060213277365792774,-0.9981855344718586,29.0
2023-07-06,27.4,89,0.43388373911755823,-0.900968867902419,0.9377521321470804,0.3473052528448203,-0.07738647923346322,-0.9970011699250151,32.0
2023-07-07,27.5,86,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,-0.09453674981719933,-0.9955213724144752,26.0
2023-07-08,27.7,84,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264,-0.11165900712169444,-0.9937465804361781,12.0
2023-07-09,27.6,86,-0.7818314824680299,0.6234898018587334,0.9680771188662043,-0.2506525322587204,-0.12874817745258066,-0.99167731989929,14.0
2023-07-10,29.0,80,0.0,1.0,0.8978045395707416,-0.4403941515576344,-0.14579919691987442,-0.9893142039703664,12.0
2023-07-11,28.0,87,0.7818314824680298,0.6234898018587336,0.7907757369376989,-0.6121059825476626,-0.16280701293851646,-0.9866579328916572,18.0
2023-07-12,28.5,81,0.9749279121818236,-0.22252093395631434,0.6513724827222223,-0.758758122692791,-0.17976658572556214,-0.9837092937736098,27.0
2023-07-13,28.5,82,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821,-0.19667288979357622,-0.9804691603616321,37.0
2023-07-14,28.1,84,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488,-0.2135209154397959,-0.9769384927771817,33.0
2023-07-15,27.4,88,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895,-0.23030567023061196,-0.973118337233262,19.0
2023-07-16,26.8,90,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952,-0.24702218048093527,-0.9690098257244063,21.0
2023-07-17,26.8,90,0.0,1.0,-0.2993631229733582,-0.9541392564000488,-0.2636654927280072,-0.9646141756912435,22.0
2023-07-18,28.1,86,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822,-0.2802306751992161,-0.9599326896597445,21.0
2023-07-19,28.0,86,0.9749279121818236,-0.22252093395631434,-0.651372482722222,-0.7587581226927911,-0.2967128192734901,-0.9549667548552553,41.0
2023-07-20,28.2,85,0.43388373911755823,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,-0.3131070409358267,-0.9497178427914317,18.0
